Generated by /user/home/ig13470/wholecell3/wcm2024/wcEcoli/runscripts/reflect/model_inspection.py on Wed Nov 13 18:20:05 2024
Gene	RNA ID	Monomer ID	Process
rppH	G7459_RNA	G7459-MONOMER	Metabolism
rpsA	EG10900_RNA	EG10900-MONOMER	Translation
rpsB	EG10901_RNA	EG10901-MONOMER	Translation
rpsC	EG10902_RNA	EG10902-MONOMER	Translation
rpsD	EG10903_RNA	EG10903-MONOMER	Translation
rpsE	EG10904_RNA	EG10904-MONOMER	Translation
rpsF	EG10905_RNA	EG10905-MONOMER	Translation
rpsG	EG10906_RNA	EG10906-MONOMER	Translation
rpsH	EG10907_RNA	EG10907-MONOMER	Translation
rpsI	EG10908_RNA	EG10908-MONOMER	Translation
rpsJ	EG10909_RNA	EG10909-MONOMER	Translation
rpsK	EG10910_RNA	EG10910-MONOMER	Translation
rpsL	EG10911_RNA	EG10911-MONOMER	Translation
rpsM	EG10912_RNA	EG10912-MONOMER	Translation
rpsN	EG10913_RNA	EG10913-MONOMER	Translation
rpsO	EG10914_RNA	EG10914-MONOMER	Translation
rpsP	EG10915_RNA	EG10915-MONOMER	Translation
rpsQ	EG10916_RNA	EG10916-MONOMER	Translation
rpsR	EG10917_RNA	EG10917-MONOMER	Translation
rpsS	EG10918_RNA	EG10918-MONOMER	Translation
rpsT	EG10919_RNA	EG10919-MONOMER	Translation
rpsU	EG10920_RNA	EG10920-MONOMER	Translation
rrrD	G6310_RNA	G6310-MONOMER	Metabolism
rsgA	G7841_RNA	G7841-MONOMER	Metabolism
rsmA	EG10523_RNA	EG10523-MONOMER	Metabolism
rsmB	EG12163_RNA	EG12163-MONOMER	Metabolism
rsmC	G7950_RNA	G7950-MONOMER	Metabolism
rsmD	EG10343_RNA	EG10343-MONOMER	Metabolism
rsmE	EG12366_RNA	EG12366-MONOMER	Metabolism
rsmF	G7008_RNA	G7008-MONOMER	Metabolism
rsmG	EG10376_RNA	EG10376-MONOMER	Metabolism
rsmH	EG11085_RNA	EG11085-MONOMER	Metabolism
rsmI	G7641_RNA	G7641-MONOMER	Metabolism
rsmJ	EG12233_RNA	EG12233-MONOMER	Metabolism
rsuA	EG12044_RNA	EG12044-MONOMER	Metabolism
rtcA	G7750_RNA	G7750-MONOMER	Metabolism
rtcB	G7751_RNA	G7751-MONOMER	Metabolism
rutA	G6523_RNA	G6523-MONOMER	Metabolism
rutB	G6522_RNA	G6522-MONOMER	Metabolism
rutC	G6521_RNA	G6521-MONOMER	Metabolism
rutD	G6520_RNA	G6520-MONOMER	Metabolism
rutE	G6519_RNA	G6519-MONOMER	Metabolism
rutF	G6518_RNA	G6518-MONOMER	Metabolism
rutG	G6517_RNA	B1006-MONOMER	Metabolism
sad	G6811_RNA	G6811-MONOMER	Metabolism
sapB	G2001_RNA	SAPB-MONOMER	Metabolism
sapC	G2000_RNA	SAPC-MONOMER	Metabolism
sapD	EG12304_RNA	SAPD-MONOMER	Metabolism
sapF	EG12305_RNA	SAPF-MONOMER	Metabolism
satP	EG11512_RNA	EG11512-MONOMER	Metabolism
sbmA	EG10928_RNA	SBMA-MONOMER	Metabolism
sbp	EG10929_RNA	SBP-MONOMER	Metabolism
scpA	EG11444_RNA	METHYLMALONYL-COA-MUT-MONOMER	Metabolism
scpB	G7516_RNA	G7516-MONOMER	Metabolism
scpC	G7517_RNA	G7517-MONOMER	Metabolism
sdaA	EG10930_RNA	LSERINEDEAM1-MONOMER	Metabolism
sdaB	EG11623_RNA	LSERINEDEAM2-MONOMER	Metabolism
sdaC	EG12142_RNA	SDAC-MONOMER	Metabolism
sdhA	EG10931_RNA	SDH-FLAVO	Metabolism
sdhB	EG10932_RNA	SDH-FE-S	Metabolism
sdhC	EG10933_RNA	SDH-MEMB1	Metabolism
sdhD	EG10934_RNA	SDH-MEMB2	Metabolism
secD	EG10938_RNA	SECD	Metabolism
secE	EG10939_RNA	SECE	Metabolism
secF	EG10940_RNA	SECF	Metabolism
secG	EG12095_RNA	SECG	Metabolism
secY	EG10766_RNA	SECY	Metabolism
selA	EG10941_RNA	EG10941-MONOMER	Metabolism
selB	EG10942_RNA	EG10942-MONOMER	Metabolism
selD	EG10943_RNA	EG10943-MONOMER	Metabolism
selO	G6924_RNA	G6924-MONOMER	Metabolism
selU	EG11768_RNA	EG11768-MONOMER	Metabolism
serA	EG10944_RNA	PGLYCDEHYDROG-MONOMER	Metabolism
serB	EG10945_RNA	PSERPHOSPHA-MONOMER	Metabolism
serC	EG10946_RNA	PSERTRANSAM-MONOMER	Metabolism
serS	EG10947_RNA	SERS-MONOMER	Metabolism
setA	EG11754_RNA	B0070-MONOMER	Metabolism
setB	EG12034_RNA	B2170-MONOMER	Metabolism
sgbE	EG12287_RNA	EG12287-MONOMER	Metabolism
sgbH	EG12285_RNA	EG12285-MONOMER	Metabolism
sgbU	EG12286_RNA	EG12286-MONOMER	Metabolism
shiA	G7067_RNA	SHIA-MONOMER	Metabolism
sixA	G7211_RNA	G7211-MONOMER	Metabolism
slt	EG10950_RNA	EG10950-MONOMER	Metabolism
slyD	EG11663_RNA	EG11663-MONOMER	Metabolism
sodA	EG10953_RNA	SUPEROX-DISMUTMN-MONOMER	Metabolism
sodB	EG10954_RNA	SUPEROX-DISMUTFE-MONOMER	Metabolism
sodC	G6886_RNA	G6886-MONOMER	Metabolism
speA	EG10959_RNA	ARGDECARBOXBIO-MONOMER	Metabolism
speB	EG10960_RNA	AGMATIN-MONOMER	Metabolism
speC	EG10961_RNA	ORNDECARBOX-BIO-MONOMER	Metabolism
speE	EG10963_RNA	SPERMIDINESYN-MONOMER	Metabolism
speF	EG10964_RNA	ORNDECARBOXDEG-MONOMER	Metabolism
speG	G6842_RNA	SPERMACTRAN-MONOMER	Metabolism
spoT	EG10966_RNA	SPOT-MONOMER	Metabolism
srkA	EG11831_RNA	EG11831-MONOMER	Metabolism
srlA	G8210_RNA	G8210-MONOMER	Metabolism
srlB	EG10970_RNA	GUTB-MONOMER	Metabolism
srlD	EG10971_RNA	SORB6PDEHYDROG-MONOMER	Metabolism
srlE	EG10969_RNA	GUTA-MONOMER	Metabolism
sseA	EG11600_RNA	EG11600-MONOMER	Metabolism
sstT	EG12732_RNA	YGJU-MONOMER	Metabolism
ssuA	G6478_RNA	G6478-MONOMER	Metabolism
ssuB	EG12358_RNA	YCBE-MONOMER	Metabolism
ssuC	G6476_RNA	YCBM-MONOMER	Metabolism
ssuD	G6477_RNA	MONOMER-162	Metabolism
ssuE	G6479_RNA	MONOMER0-146	Metabolism
sthA	EG11428_RNA	UDHA-MONOMER	Metabolism
sucA	EG10979_RNA	E1O-MONOMER	Metabolism
sucB	EG10980_RNA	E2O-MONOMER	Metabolism
sucC	EG10981_RNA	SUCCCOASYN-BETA	Metabolism
sucD	EG10982_RNA	SUCCCOASYN-ALPHA	Metabolism
sufE	G6905_RNA	G6905-MONOMER	Metabolism
sufS	G6906_RNA	G6906-MONOMER	Metabolism
suhB	EG10983_RNA	EG10983-MONOMER	Metabolism
surA	EG10985_RNA	EG10985-MONOMER	Metabolism
tadA	EG11372_RNA	EG11372-MONOMER	Metabolism
talA	EG11797_RNA	TRANSALDOLA-MONOMER	Metabolism
talB	EG11556_RNA	TRANSALDOLB-MONOMER	Metabolism
tam	G6806_RNA	G6806-MONOMER	Metabolism
tapT	G7349_RNA	G7349-MONOMER	Metabolism
tauA	G6217_RNA	TAUA-MONOMER	Metabolism
tauB	G6218_RNA	TAUB-MONOMER	Metabolism
tauC	G6219_RNA	TAUC-MONOMER	Metabolism
tauD	EG12423_RNA	MONOMER0-147	Metabolism
tcdA	G7456_RNA	G7456-MONOMER	Metabolism
tcyJ	G7039_RNA	G7039-MONOMER	Metabolism
tcyL	G7037_RNA	G7037-MONOMER	Metabolism
tcyN	EG12347_RNA	EG12347-MONOMER	Metabolism
tcyP	G6934_RNA	G6934-MONOMER	Metabolism
tdcB	EG10990_RNA	THREDEHYDCAT-MONOMER	Metabolism
tdcC	EG10991_RNA	TDCC-MONOMER	Metabolism
tdcD	EG11172_RNA	PROPKIN-MONOMER	Metabolism
tdcG	G7624_RNA	LSERINEDEAM3-MONOMER	Metabolism
tdh	EG10993_RNA	THREODEHYD-MONOMER	Metabolism
tdk	EG10994_RNA	TDK-MONOMER	Metabolism
tehB	EG11884_RNA	EG11884-MONOMER	Metabolism
tesA	EG11542_RNA	THIOESTERI-MONOMER	Metabolism
tesB	EG10995_RNA	THIOESTERII-MONOMER	Metabolism
tgt	EG10996_RNA	EG10996-MONOMER	Metabolism
thiB	EG11574_RNA	SFUA-MONOMER	Metabolism
thiC	EG11585_RNA	THIC-MONOMER	Metabolism
thiD	G7135_RNA	HMP-P-KIN-MONOMER	Metabolism
thiE	EG11586_RNA	THIE-MONOMER	Metabolism
thiF	EG11587_RNA	THIF-MONOMER	Metabolism
thiG	EG11589_RNA	THIG-MONOMER	Metabolism
thiH	EG11590_RNA	THIH-MONOMER	Metabolism
thiI	G6238_RNA	THII-MONOMER	Metabolism
thiK	G6566_RNA	THIKIN-MONOMER	Metabolism
thiL	G6234_RNA	THI-P-KIN-MONOMER	Metabolism
thiM	M007_RNA	THZ-KIN-MONOMER	Metabolism
thiP	EG11573_RNA	SFUB-MONOMER	Metabolism
thiQ	EG11572_RNA	SFUC-MONOMER	Metabolism
thpR	EG12330_RNA	EG12330-MONOMER	Metabolism
thrA	EG10998_RNA	ASPKINIHOMOSERDEHYDROGI-MONOMER	Metabolism
thrB	EG10999_RNA	HOMOSERKIN-MONOMER	Metabolism
thrC	EG11000_RNA	THRESYN-MONOMER	Metabolism
thrP	EG11459_RNA	YIFK-MONOMER	Metabolism
thrS	EG11001_RNA	THRS-MONOMER	Metabolism
thyA	EG11002_RNA	THYMIDYLATESYN-MONOMER	Metabolism
tig	EG11003_RNA	EG11003-MONOMER	Metabolism
tilS	G6096_RNA	G6096-MONOMER	Metabolism
tktA	EG11427_RNA	TRANSKETOI-MONOMER	Metabolism
tktB	EG12100_RNA	TRANSKETOII-MONOMER	Metabolism
tldD	G7689_RNA	G7689-MONOMER	Metabolism
tldE	EG10741_RNA	EG10741-MONOMER	Metabolism
tmcA	G7297_RNA	G7297-MONOMER	Metabolism
tmk	EG12302_RNA	DTMPKI-MONOMER	Metabolism
tnaA	EG11005_RNA	TRYPTOPHAN-MONOMER	Metabolism
tnaB	EG11006_RNA	TNAB-MONOMER	Metabolism
tolC	EG11009_RNA	EG11009-MONOMER	Metabolism
tonB	EG11012_RNA	EG11012-MONOMER	Metabolism
torA	EG11814_RNA	TORA-MONOMER	Metabolism
torC	EG11815_RNA	EG11815-MONOMER	Metabolism
torZ	G7022_RNA	G7022-MONOMER	Metabolism
tpiA	EG11015_RNA	TPI-MONOMER	Metabolism
tpx	G6660_RNA	G6660-MONOMER	Metabolism
tqsA	G6859_RNA	G6859-MONOMER	Metabolism
treA	EG11017_RNA	TREHALAPERI-MONOMER	Metabolism
treB	EG12127_RNA	TREB-MONOMER	Metabolism
treC	EG11402_RNA	TRE6PHYDRO-MONOMER	Metabolism
treF	EG12245_RNA	TREHALACYTO-MONOMER	Metabolism
trhO	EG11116_RNA	EG11116-MONOMER	Metabolism
trkG	EG11020_RNA	TRKG-MONOMER	Metabolism
trkH	EG11021_RNA	TRKH-MONOMER	Metabolism
trmA	EG11022_RNA	EG11022-MONOMER	Metabolism
trmB	EG11779_RNA	EG11779-MONOMER	Metabolism
trmD	EG11023_RNA	EG11023-MONOMER	Metabolism
trmH	EG10967_RNA	EG10967-MONOMER	Metabolism
trmJ	G7327_RNA	G7327-MONOMER	Metabolism
trmL	EG11888_RNA	EG11888-MONOMER	Metabolism
trmO	EG11503_RNA	EG11503-MONOMER	Metabolism
trpA	EG11024_RNA	TRYPSYN-APROTEIN	Metabolism
trpB	EG11025_RNA	TRYPSYN-BPROTEIN	Metabolism
trpC	EG11026_RNA	PRAI-IGPS	Metabolism
trpD	EG11027_RNA	ANTHRANSYNCOMPII-MONOMER	Metabolism
trpE	EG11028_RNA	ANTHRANSYNCOMPI-MONOMER	Metabolism
trpR	EG11029_RNA	PD00423	Transcription Regulation
trpS	EG11030_RNA	TRPS-MONOMER	Metabolism
truA	EG10454_RNA	EG10454-MONOMER	Metabolism
truB	EG11177_RNA	EG11177-MONOMER	Metabolism
truC	G7449_RNA	G7449-MONOMER	Metabolism
truD	G7422_RNA	G7422-MONOMER	Metabolism
trxA	EG11031_RNA	RED-THIOREDOXIN-MONOMER	Metabolism
trxB	EG11032_RNA	THIOREDOXIN-REDUCT-NADPH-MONOMER	Metabolism
tsaB	G6991_RNA	G6991-MONOMER	Metabolism
tsaC	G7698_RNA	G7698-MONOMER	Metabolism
tsaD	EG11171_RNA	EG11171-MONOMER	Metabolism
tsaE	EG11757_RNA	EG11757-MONOMER	Metabolism
tsuA	EG11895_RNA	EG11895-MONOMER	Metabolism
tsx	EG11035_RNA	EG11035-MONOMER	Metabolism
ttcA	G6675_RNA	G6675-MONOMER	Metabolism
ttdA	EG11168_RNA	TTDA-MONOMER	Metabolism
ttdB	EG11169_RNA	TTDB-MONOMER	Metabolism
ttdT	EG12393_RNA	YGJE-MONOMER	Metabolism
tusA	EG12216_RNA	EG12216-MONOMER	Metabolism
tusB	G7712_RNA	G7712-MONOMER	Metabolism
tusC	G7713_RNA	G7713-MONOMER	Metabolism
tusD	G7714_RNA	G7714-MONOMER	Metabolism
tusE	EG12876_RNA	EG12876-MONOMER	Metabolism
tynA	EG13139_RNA	AMINEOXID-MONOMER	Metabolism
tyrA	EG11039_RNA	CHORISMUTPREPHENDEHYDROG-MONOMER	Metabolism
tyrB	EG11040_RNA	TYRB-MONOMER	Metabolism
tyrP	EG11041_RNA	TYRP-MONOMER	Metabolism
tyrR	EG11042_RNA	PD00413	Transcription Regulation
tyrS	EG11043_RNA	TYRS-MONOMER	Metabolism
uacT	G7507_RNA	YGFU-MONOMER	Metabolism
ubiA	EG11370_RNA	4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER	Metabolism
ubiC	EG11369_RNA	CHORPYRLY-MONOMER	Metabolism
ubiD	EG11396_RNA	EG11396-MONOMER	Metabolism
ubiE	EG11473_RNA	2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER	Metabolism
ubiF	G6365_RNA	OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON	Metabolism
ubiG	EG11143_RNA	DHHB-METHYLTRANSFER-MONOMER	Metabolism
ubiH	EG11324_RNA	OCTAPRENYL-METHOXYPHENOL-OH-MONOMER	Metabolism
ubiI	EG11333_RNA	EG11333-MONOMER	Metabolism
ubiJ	EG11474_RNA	EG11474-MONOMER	Metabolism
ubiK	G7582_RNA	G7582-MONOMER	Metabolism
ubiX	EG11044_RNA	UBIX-MONOMER	Metabolism
ucpA	EG12133_RNA	EG12133-MONOMER	Metabolism
udk	EG11701_RNA	UDK-MONOMER	Metabolism
udp	EG11045_RNA	URPHOS-MONOMER	Metabolism
ugd	G7091_RNA	UGD-MONOMER	Metabolism
ugpA	EG11046_RNA	UGPA-MONOMER	Metabolism
ugpB	EG11047_RNA	UGPB-MONOMER	Metabolism
ugpC	EG11048_RNA	UGPC-MONOMER	Metabolism
ugpE	EG11049_RNA	UGPE-MONOMER	Metabolism
ugpQ	EG11050_RNA	GLYCPDIESTER-CYTO-MONOMER	Metabolism
uhpT	EG11054_RNA	UHPT-MONOMER	Metabolism
uidA	EG11055_RNA	BETA-GLUCURONID-MONOMER	Metabolism
uidB	EG11658_RNA	UIDB-MONOMER	Metabolism
ulaA	G7856_RNA	SGAT-MONOMER	Metabolism
ulaB	EG12494_RNA	YJFT-MONOMER	Metabolism
ulaC	EG12495_RNA	YJFU-MONOMER	Metabolism
ulaD	G7858_RNA	G7858-MONOMER	Metabolism
ulaE	G7859_RNA	G7859-MONOMER	Metabolism
ulaF	G7860_RNA	G7860-MONOMER	Metabolism
ulaG	G7855_RNA	G7855-MONOMER	Metabolism
umpG	EG11817_RNA	EG11817-MONOMER	Metabolism
umpH	EG10634_RNA	EG10634-MONOMER	Metabolism
upp	EG11332_RNA	URACIL-PRIBOSYLTRANS-MONOMER	Metabolism
uraA	EG12129_RNA	URAA-MONOMER	Metabolism
ushA	EG11060_RNA	USHA-MONOMER	Metabolism
uxaA	EG12734_RNA	ALTRODEHYDRAT-MONOMER	Metabolism
uxaB	EG11065_RNA	ALTRO-OXIDOREDUCT-MONOMER	Metabolism
uxaC	G81_RNA	UXAC-MONOMER	Metabolism
uxuA	EG11066_RNA	MANNONDEHYDRAT-MONOMER	Metabolism
uxuB	EG20248_RNA	MANNONOXIDOREDUCT-MONOMER	Metabolism
valS	EG11067_RNA	VALS-MONOMER	Metabolism
waaA	EG10520_RNA	KDOTRANS-MONOMER	Metabolism
waaB	EG11351_RNA	EG11351-MONOMER	Metabolism
waaC	EG11189_RNA	EG11189-MONOMER	Metabolism
waaF	EG12210_RNA	EG12210-MONOMER	Metabolism
waaG	EG11339_RNA	EG11339-MONOMER	Metabolism
waaH	EG11266_RNA	EG11266-MONOMER	Metabolism
waaJ	EG11353_RNA	EG11353-MONOMER	Metabolism
waaL	EG11424_RNA	EG11424-MONOMER	Metabolism
waaO	EG11352_RNA	EG11352-MONOMER	Metabolism
waaP	EG11340_RNA	EG11340-MONOMER	Metabolism
waaQ	EG11341_RNA	EG11341-MONOMER	Metabolism
waaU	EG11423_RNA	EG11423-MONOMER	Metabolism
waaY	EG11425_RNA	EG11425-MONOMER	Metabolism
waaZ	EG11426_RNA	EG11426-MONOMER	Metabolism
wbbI	EG11983_RNA	EG11983-MONOMER	Metabolism
wcaA	G7104_RNA	G7104-MONOMER	Metabolism
wcaB	G7103_RNA	G7103-MONOMER	Metabolism
wcaC	G7102_RNA	G7102-MONOMER	Metabolism
wcaE	G7100_RNA	G7100-MONOMER	Metabolism
wcaF	G7099_RNA	G7099-MONOMER	Metabolism
wcaI	EG11790_RNA	EG11790-MONOMER	Metabolism
wcaJ	G7098_RNA	G7098-MONOMER	Metabolism
wcaK	G7096_RNA	G7096-MONOMER	Metabolism
wcaL	G7095_RNA	G7095-MONOMER	Metabolism
wecB	EG11451_RNA	UDPGLCNACEPIM-MONOMER	Metabolism
wecC	EG11452_RNA	UDPMANNACADEHYDROG-MONOMER	Metabolism
wecE	EG11456_RNA	RFFTRANS-MONOMER	Metabolism
wecF	G7800_RNA	G7800-MONOMER	Metabolism
wrbA	EG11540_RNA	PD01343	Metabolism
wza	G7107_RNA	G7107-MONOMER	Metabolism
wzb	G7106_RNA	G7106-MONOMER	Metabolism
wzc	G7105_RNA	G7105-MONOMER	Metabolism
wzxC	G7097_RNA	G7097-MONOMER	Metabolism
wzxE	EG11486_RNA	EG11486-MONOMER	Metabolism
xanP	EG11194_RNA	YICE-MONOMER	Metabolism
xanQ	G7501_RNA	YGFO-MONOMER	Metabolism
xapA	G85_RNA	XANTHOSINEPHOSPHORY-MONOMER	Metabolism
xapB	EG13159_RNA	XAPB-MONOMER	Metabolism
xdhA	G7485_RNA	G7485-MONOMER	Metabolism
xdhB	G7486_RNA	G7486-MONOMER	Metabolism
xdhC	G7487_RNA	G7487-MONOMER	Metabolism
xthA	EG11073_RNA	EG11073-MONOMER	Metabolism
xylA	EG11074_RNA	XYLISOM-MONOMER	Metabolism
xylB	EG11075_RNA	XYLULOKIN-MONOMER	Metabolism
xylE	EG11076_RNA	XYLE-MONOMER	Metabolism
xylF	EG20252_RNA	XYLF-MONOMER	Metabolism
xylG	EG12275_RNA	XYLG-MONOMER	Metabolism
xylH	EG12276_RNA	XYLH-MONOMER	Metabolism
yafV	G6103_RNA	G6103-MONOMER	Metabolism
yagE	G6140_RNA	G6140-MONOMER	Metabolism
yagF	G6141_RNA	G6141-MONOMER	Metabolism
yahK	G6190_RNA	G6190-MONOMER	Metabolism
yajC	EG11096_RNA	EG11096-MONOMER	Metabolism
yajL	G198_RNA	HMP-KIN-MONOMER	Metabolism
ybaK	EG12454_RNA	EG12454-MONOMER	Metabolism
ybbO	G6269_RNA	G6269-MONOMER	Metabolism
ybcF	EG12384_RNA	EG12384-MONOMER	Metabolism
ybdK	G6326_RNA	G6326-MONOMER	Metabolism
ybdL	G6329_RNA	G6329-MONOMER	Metabolism
ybhA	EG11239_RNA	EG11239-MONOMER	Metabolism
ybhF	G6411_RNA	YBHF-MONOMER	Metabolism
ybhR	G6409_RNA	YBHR-MONOMER	Metabolism
ybhS	G6410_RNA	YBHS-MONOMER	Metabolism
ybiA	EG11579_RNA	EG11579-MONOMER	Metabolism
ybiV	G6425_RNA	G6425-MONOMER	Metabolism
ybjG	G6439_RNA	G6439-MONOMER	Metabolism
ybjI	G6442_RNA	G6442-MONOMER	Metabolism
ycaO	G6468_RNA	G6468-MONOMER	Metabolism
ycaQ	G6471_RNA	G6471-MONOMER	Metabolism
ycbX	G6487_RNA	G6487-MONOMER	Metabolism
yccX	G6502_RNA	G6502-MONOMER	Metabolism
yceF	EG11438_RNA	EG11438-MONOMER	Metabolism
ychF	EG11404_RNA	EG11404-MONOMER	Metabolism
yciA	EG11121_RNA	EG11121-MONOMER	Metabolism
ycjG	G6661_RNA	G6661-MONOMER	Metabolism
ycjM	G6647_RNA	G6647-MONOMER	Metabolism
ycjQ	G6651_RNA	G6651-MONOMER	Metabolism
ycjR	G6652_RNA	G6652-MONOMER	Metabolism
ycjS	G6653_RNA	G6653-MONOMER	Metabolism
ycjT	G6654_RNA	G6654-MONOMER	Metabolism
ycjU	G6655_RNA	G6655-MONOMER	Metabolism
ydbK	G6701_RNA	G6701-MONOMER	Metabolism
yddG	EG12713_RNA	EG12713-MONOMER	Metabolism
ydeA	EG11636_RNA	YDEA-MONOMER	Metabolism
ydfG	EG12345_RNA	EG12345-MONOMER	Metabolism
ydiB	EG11234_RNA	EG11234-MONOMER	Metabolism
ydiF	EG12432_RNA	EG12432-MONOMER	Metabolism
ydiJ	G6913_RNA	G6913-MONOMER	Metabolism
ydjG	G6958_RNA	G6958-MONOMER	Metabolism
ydjH	G6959_RNA	G6959-MONOMER	Metabolism
ydjI	G6960_RNA	G6960-MONOMER	Metabolism
yeaE	G6967_RNA	G6967-MONOMER	Metabolism
yeaG	G6969_RNA	G6969-MONOMER	Metabolism
yeaK	G6973_RNA	G6973-MONOMER	Metabolism
yeaW	G6988_RNA	G6988-MONOMER	Metabolism
yeaX	G6989_RNA	G6989-MONOMER	Metabolism
yedK	EG11662_RNA	EG11662-MONOMER	Metabolism
yeeO	G7070_RNA	YEEO-MONOMER	Metabolism
yegS	G7123_RNA	G7123-MONOMER	Metabolism
yehW	EG12009_RNA	YEHW-MONOMER	Metabolism
yehX	EG12010_RNA	YEHX-MONOMER	Metabolism
yehY	EG12011_RNA	YEHY-MONOMER	Metabolism
yeiG	EG12026_RNA	EG12026-MONOMER	Metabolism
yeiR	EG12104_RNA	EG12104-MONOMER	Metabolism
yejA	EG12037_RNA	YEJA-MONOMER	Metabolism
yejB	EG12038_RNA	YEJB-MONOMER	Metabolism
yejE	EG12040_RNA	YEJE-MONOMER	Metabolism
yejF	EG12041_RNA	YEJF-MONOMER	Metabolism
yfaU	G7158_RNA	G7158-MONOMER	Metabolism
yfbR	G7185_RNA	G7185-MONOMER	Metabolism
yfdE	G7234_RNA	G7234-MONOMER	Metabolism
yfdH	G7220_RNA	G7220-MONOMER	Metabolism
yfdR	G7230_RNA	G7230-MONOMER	Metabolism
yfeW	G7265_RNA	G7265-MONOMER	Metabolism
yfeX	G7266_RNA	G7266-MONOMER	Metabolism
yfiC	EG11538_RNA	EG11538-MONOMER	Metabolism
yfiH	EG12097_RNA	EG12097-MONOMER	Metabolism
ygaH	G7406_RNA	G7406-MONOMER	Metabolism
ygaZ	G7405_RNA	G7405-MONOMER	Metabolism
ygeA	EG11157_RNA	EG11157-MONOMER	Metabolism
ygeX	G7490_RNA	G7490-MONOMER	Metabolism
yggF	EG11245_RNA	EG11245-MONOMER	Metabolism
yghA	EG11292_RNA	EG11292-MONOMER	Metabolism
ygiC	EG11165_RNA	EG11165-MONOMER	Metabolism
ygiD	EG11166_RNA	EG11166-MONOMER	Metabolism
ygiF	EG11603_RNA	EG11603-MONOMER	Metabolism
yhbO	G7647_RNA	G7647-MONOMER	Metabolism
yhdE	EG11298_RNA	EG11298-MONOMER	Metabolism
yhdH	EG11315_RNA	EG11315-MONOMER	Metabolism
yhdJ	EG11498_RNA	EG11498-MONOMER	Metabolism
yhhQ	EG12217_RNA	EG12217-MONOMER	Metabolism
yhhW	G7756_RNA	G7756-MONOMER	Metabolism
yiaC	EG12270_RNA	EG12270-MONOMER	Metabolism
yiaK	EG12279_RNA	EG12279-MONOMER	Metabolism
yiaM	EG12281_RNA	MONOMER0-422	Metabolism
yiaN	EG12282_RNA	EG12282-MONOMER	Metabolism
yiaO	EG12283_RNA	EG12283-MONOMER	Metabolism
yiaY	EG12293_RNA	EG12293-MONOMER	Metabolism
yicI	EG11685_RNA	EG11685-MONOMER	Metabolism
yidA	EG11195_RNA	EG11195-MONOMER	Metabolism
yidC	EG11197_RNA	YIDC	Metabolism
yieF	EG11723_RNA	EG11723-MONOMER	Metabolism
yieH	EG11725_RNA	EG11725-MONOMER	Metabolism
yigB	EG11202_RNA	EG11202-MONOMER	Metabolism
yigI	EG11467_RNA	EG11467-MONOMER	Metabolism
yigL	EG11470_RNA	EG11470-MONOMER	Metabolism
yihG	EG11833_RNA	EG11833-MONOMER	Metabolism
yihI	EG11835_RNA	EG11835-MONOMER	Metabolism
yihO	EG11841_RNA	YIHO-MONOMER	Metabolism
yihQ	EG11843_RNA	EG11843-MONOMER	Metabolism
yihS	EG11845_RNA	EG11845-MONOMER	Metabolism
yihT	EG11846_RNA	EG11846-MONOMER	Metabolism
yihU	EG11847_RNA	EG11847-MONOMER	Metabolism
yihV	EG11848_RNA	EG11848-MONOMER	Metabolism
yihX	EG11850_RNA	EG11850-MONOMER	Metabolism
yiiM	EG11870_RNA	EG11870-MONOMER	Metabolism
yijE	EG11902_RNA	EG11902-MONOMER	Metabolism
yjaB	EG11207_RNA	EG11207-MONOMER	Metabolism
yjbB	EG11919_RNA	EG11919-MONOMER	Metabolism
yjcS	EG11955_RNA	EG11955-MONOMER	Metabolism
yjeH	G7833_RNA	B4141-MONOMER	Metabolism
yjfC	EG11812_RNA	EG11812-MONOMER	Metabolism
yjfF	EG12439_RNA	YJFF-MONOMER	Metabolism
yjfP	G7853_RNA	G7853-MONOMER	Metabolism
yjhG	G7910_RNA	G7910-MONOMER	Metabolism
yjhH	G7911_RNA	G7911-MONOMER	Metabolism
yjiA	EG10021_RNA	EG10021-MONOMER	Metabolism
yjjG	EG12115_RNA	EG12115-MONOMER	Metabolism
yjjX	EG12600_RNA	EG12600-MONOMER	Metabolism
yliI	G6437_RNA	G6437-MONOMER	Metabolism
ymdB	G6550_RNA	G6550-MONOMER	Metabolism
ynfE	G6845_RNA	G6845-MONOMER	Metabolism
ynfF	G6846_RNA	G6846-MONOMER	Metabolism
ynfG	G6847_RNA	G6847-MONOMER	Metabolism
ynfH	G6848_RNA	G6848-MONOMER	Metabolism
ynjE	G6952_RNA	G6952-MONOMER	Metabolism
ypdE	G7247_RNA	G7247-MONOMER	Metabolism
ypdF	G7248_RNA	G7248-MONOMER	Metabolism
yqaB	G7408_RNA	G7408-MONOMER	Metabolism
yqfB	G7513_RNA	G7513-MONOMER	Metabolism
yqhD	G7564_RNA	G7564-MONOMER	Metabolism
yqjG	G7616_RNA	G7616-MONOMER	Metabolism
yrfG	G7742_RNA	G7742-MONOMER	Metabolism
ytfE	G7866_RNA	G7866-MONOMER	Metabolism
ytfQ	EG12517_RNA	YTFQ-MONOMER	Metabolism
ytfR	EG12518_RNA	YTFR-MONOMER	Metabolism
